Height(km),Time(Ix) (H:M:S),Solar Flux Ix (W*m^-2),Time(ED) (H:M:S),Electron Density(m^-3),Electron Density(m^-3) easyfit,Beta(km^-1),H'(km)
74,12:16:00,2.32e-06,12:18:05,523067045.32674617,653124727.0153611,0.3391197686422169,71.39342959008489
74,12:17:00,2.29e-06,12:19:05,516994870.99037623,646748587.3881481,0.3383149238076248,71.42174288767073
74,12:18:00,2.27e-06,12:20:05,512998955.7724155,642502932.3927785,0.3377783605845634,71.44061841939464
74,12:19:00,2.28e-06,12:21:05,514991733.8260827,644625250.5796487,0.3380466421960941,71.43118065353268
74,12:20:00,2.32e-06,12:22:05,523067045.32674617,653124727.0153611,0.3391197686422169,71.39342959008489
74,12:21:00,2.43e-06,12:23:05,546341881.7542361,676583209.8942955,0.34212967014820295,71.28911309791545
74,12:22:00,2.53e-06,12:24:05,568847899.1085851,698018569.1235446,0.34491439608094315,71.19396174378299
74,12:23:00,2.61e-06,12:25:05,587802532.0655937,715242929.3485627,0.34716799709004453,71.1177615021206
74,12:24:00,2.61e-06,12:26:05,587802532.0655937,715242929.3485627,0.34716799709004453,71.1177615021206
74,12:25:00,2.62e-06,12:27:05,590231310.4229963,717400767.2152522,0.3474504656159391,71.10823695509877
74,12:26:00,2.62e-06,12:28:05,590231310.4229963,717400767.2152522,0.3474504656159391,71.10823695509877
74,12:27:00,2.6e-06,12:29:05,585387164.0385531,713086159.5556557,0.3468858388436925,71.12728730787266
74,12:28:00,2.59e-06,12:30:05,582984854.9850284,710930456.5713543,0.34660368059734054,71.13681311362474
74,12:29:00,2.59e-06,12:31:05,582984854.9850284,710930456.5713543,0.34660368059734054,71.13681311362474
74,12:30:00,2.58e-06,12:32:05,580595525.5390382,708775819.1173427,0.34632152235098856,71.1463389193768
74,12:31:00,2.57e-06,12:33:05,578219096.8689754,706622245.902029,0.3460393641046366,71.15586472512886
74,12:32:00,2.57e-06,12:34:05,578219096.8689754,706622245.902029,0.3460393641046366,71.15586472512886
74,12:33:00,2.6e-06,12:35:05,585387164.0385531,713086159.5556557,0.3468858388436925,71.12728730787266
74,12:34:00,2.63e-06,12:36:05,592674546.9526803,719559674.4078835,0.34773433039977547,71.09871807236301
74,12:35:00,2.72e-06,12:37:05,615268412.9321316,739038159.137407,0.3502922545092828,71.01309832665213
74,12:36:00,2.83e-06,12:38:05,644391750.4512197,762964195.1517674,0.3534298943132321,70.90875963900325
74,12:37:00,2.99e-06,12:39:05,689749692.7778661,798002078.3441954,0.35799023767764593,70.75812759592249
74,12:38:00,3.36e-06,12:40:05,808468635.0819056,880118311.4790082,0.36832983836918887,70.41796115428939
74,12:39:00,4.01e-06,12:41:05,1062651833.4688038,1028147454.7699398,0.3849434800960668,69.86237258246405
74,12:40:00,5.17e-06,12:42:05,1624562996.0831144,1304531706.9380953,0.4072434249659265,69.04663816721357
74,12:41:00,7.68e-06,12:43:05,2806973262.3742905,1956769187.26514,0.4272706344654037,67.99890432686568
74,12:42:00,1.29e-05,12:44:05,3103881887.0423074,3548239542.048687,0.4283295979136026,67.77899928822679
74,12:43:00,2.18e-05,12:45:05,3443431522.2566876,6974545511.168826,0.4282357194033666,67.53521070749025
74,12:44:00,3.38e-05,12:46:05,3960503928.5513177,12987735685.310005,0.42810914163675623,67.20650700312639
74,12:45:00,5.06e-05,12:47:05,4857854491.475377,24089467183.214165,0.428296836509099,66.73265222572905
74,12:46:00,7.1e-05,12:48:05,8331674212.694197,41855864996.47132,0.44048838165616605,65.70908982452083
74,12:47:00,9.54e-05,12:49:05,16413230948.737206,69493665717.85207,0.4550704258516777,64.48482891327181
74,12:48:00,0.000118,12:50:05,31751618979.4974,101562884616.01894,0.4685767454753893,63.35088233154115
74,12:49:00,0.000135,12:51:05,53222531716.31424,129953212475.95665,0.47873636643127854,62.497913663867635
74,12:50:00,0.000146,12:52:05,75034495511.89664,150337263491.71722,0.48531023881450097,61.94599276125537
74,12:51:00,0.000153,12:53:05,93718487782.13522,164150243461.80768,0.48949361214927894,61.59477036868393
74,12:52:00,0.000155,12:54:05,99919322418.32838,168218424132.65646,0.4906888616735012,61.49442111366351
74,12:53:00,0.000153,12:55:05,93718487782.13522,164150243461.80768,0.48949361214927894,61.59477036868393
74,12:54:00,0.000148,12:56:05,79931974779.14404,154216542967.4229,0.48650548833872326,61.84564350623496
74,12:55:00,0.000141,12:57:05,64130971349.20213,140872900936.8678,0.48232211500394534,62.1968658988064
74,12:56:00,0.000133,12:58:05,50039519170.15627,126418564026.85292,0.4775411169070563,62.598262918888054
74,12:57:00,0.000125,12:59:05,39194518014.68928,112801142355.12474,0.4727601188101672,62.9996599389697
74,12:58:00,0.000116,13:00:05,29913622473.527233,98466802198.23146,0.467381495951167,63.45123158656156
74,12:59:00,0.000106,13:01:05,22281652032.021263,83743094042.77039,0.4614052483300557,63.95297786166362
74,13:00:00,9.78e-05,13:02:05,17579039768.85224,72598975241.43787,0.45650472528074443,64.36440980724731
74,13:01:00,8.87e-05,13:03:05,13576674892.15331,61195422297.74707,0.45106633994553313,64.82099891759019
74,13:02:00,8.02e-05,13:04:05,10713658095.919096,51444833130.39347,0.4459865294675885,65.24748325142694
74,13:03:00,7.21e-05,13:05:05,8583678210.856625,42950128828.17594,0.4411457688944883,65.65389773425962
74,13:04:00,6.46e-05,13:06:05,7015577210.073593,35768049579.38584,0.43666358317865483,66.03020744058615
74,13:05:00,5.78e-05,13:07:05,5859986829.506465,29816780257.296597,0.4325997347962991,66.37139490765556
74,13:06:00,5.18e-05,13:08:05,5011019535.573733,25003295226.926353,0.42901398622363235,66.6724426727168
74,13:07:00,4.68e-05,13:09:05,4608206306.479529,21302561495.534004,0.42797201572292837,66.85041132339887
74,13:08:00,4.24e-05,13:10:05,4377963799.786368,18277721223.66627,0.42801842757068553,66.97093601499895
74,13:09:00,3.86e-05,13:11:05,4188359278.870913,15839051610.136948,0.4280585105301121,67.07502552138085
74,13:10:00,3.54e-05,13:12:05,4035049971.906876,13909811727.601068,0.4280922646012082,67.16267984254455
74,13:11:00,3.27e-05,13:13:05,3910050604.801353,12370240738.890911,0.42812074459869554,67.23663817602642
74,13:12:00,3.04e-05,13:14:05,3806615995.7157393,11122349986.733585,0.4281450053372958,67.29963971936282
74,13:13:00,2.84e-05,13:15:05,3718890334.178059,10084754228.16877,0.4281661016317309,67.35442367009013
74,13:14:00,2.66e-05,13:16:05,3641659921.7164598,9188716695.897354,0.42818508829672247,67.40372922574471
74,13:15:00,2.5e-05,13:17:05,3574352530.34985,8422314640.984784,0.4282019653322705,67.44755638632655
74,13:16:00,2.35e-05,13:18:05,3512377388.74333,7729543358.945944,0.4282177875530968,67.48864434937204
74,13:17:00,2.23e-05,13:19:05,3463568627.73723,7193275904.530855,0.42823044532975785,67.52151471980842
74,13:18:00,2.11e-05,13:20:05,3415435281.8091984,6672986705.016008,0.4282431031064189,67.5543850902448
74,13:19:00,2.01e-05,13:21:05,3375833384.086978,6251637371.626058,0.4282536512536364,67.58177706560846
74,13:20:00,1.89e-05,13:22:05,3328914219.690627,5760716475.586603,0.42826630903029744,67.61464743604485
74,13:21:00,1.79e-05,13:23:05,3290311348.7841063,5363890690.980107,0.42827685717751496,67.6420394114085
74,13:22:00,1.7e-05,13:24:05,3255950043.6939144,5016311557.55257,0.42828635051001074,67.6666921892358
74,13:23:00,1.62e-05,13:25:05,3225706760.1107626,4714977141.094019,0.42829478902778473,67.68860576952672
74,13:24:00,1.54e-05,13:26:05,3195743213.002617,4420836926.846678,0.4283032275455588,67.71051934981764
74,13:25:00,1.48e-05,13:27:05,3173452578.972394,4204964375.6965165,0.4283095564338893,67.72695453503584
74,13:26:00,1.41e-05,13:28:05,3147642444.1368546,3958252963.782387,0.42831694013694155,67.7461289177904
74,13:27:00,1.35e-05,13:29:05,3125685908.997421,3751202507.8162904,0.42832326902527207,67.76256410300859
74,13:28:00,1.3e-05,13:30:05,3107505344.3645315,3581782395.3288374,0.42832854309888085,67.77626009069041
74,13:29:00,1.25e-05,13:31:05,3089430080.7371416,3415207083.543789,0.4283338171724896,67.78995607837224
74,13:30:00,1.2e-05,13:32:05,3071459510.8238,3251483190.6943073,0.42833909124609837,67.80365206605407
74,13:31:00,1.16e-05,13:33:05,3057158028.494098,3122561763.3389072,0.42834331050498536,67.81460885619954
74,13:32:00,1.12e-05,13:34:05,3042922856.090948,2995473410.4320602,0.4283475297638724,67.825565646345
74,13:33:00,1.08e-05,13:35:05,3028753687.4788675,2870221985.4680185,0.4283517490227594,67.83652243649045
74,13:34:00,1.05e-05,13:36:05,3018169942.641881,2777491291.6097627,0.42835491346692467,67.84474002909955
74,13:35:00,1.02e-05,13:37:05,3007623025.4591613,2685797831.774442,0.42835807791108993,67.85295762170865
74,13:36:00,9.94e-06,13:38:05,2998512054.7443085,2607170532.6941853,0.42836082042936646,67.8600795353032
74,13:37:00,9.69e-06,13:39:05,2989777424.766588,2532304397.2976146,0.4283634574661709,67.86692752914412
74,13:38:00,9.46e-06,13:40:05,2981763943.849559,2464066652.8004117,0.4283658835400309,67.87322768347777
74,13:39:00,9.22e-06,13:41:05,2973424852.471423,2393515959.745858,0.4283684150953631,67.87980175756503
74,13:40:00,8.92e-06,13:42:05,2963033638.3521886,2306268136.6276064,0.42837157953952837,67.88801935017413
74,13:41:00,8.65e-06,13:43:05,2953712466.501866,2228640032.9671154,0.42837442753927707,67.89541518352232
74,13:42:00,8.43e-06,13:44:05,2946139030.3567443,2166015336.9296536,0.42837674813166493,67.90144141810232
74,13:43:00,8.21e-06,13:45:05,2938584930.6139755,2103955187.032066,0.4283790687240528,67.90746765268233
74,13:44:00,7.99e-06,13:46:05,2927537816.4394054,2042460298.1673682,0.4283477721079015,67.9158154016071
74,13:45:00,7.84e-06,13:47:05,2869702759.8187175,2000856416.504958,0.4278388667056899,67.9552157566563
74,13:46:00,7.66e-06,13:48:05,2799056678.6619406,1951279362.3577871,0.42719745758488076,68.00448762459533
74,13:47:00,7.42e-06,13:49:05,2702367198.4008055,1885767100.2771947,0.426269814454894,68.07390993418352
74,13:48:00,7.25e-06,13:50:05,2631692716.661657,1839771294.8067098,0.42554385488373625,68.12607557899392
74,13:49:00,7.06e-06,13:51:05,2550578859.7878914,1788765706.4789474,0.42465198206253724,68.18746261583267
74,13:50:00,6.88e-06,13:52:05,2471280554.787211,1740835874.2319036,0.4237087800382987,68.24906502277328
74,13:51:00,6.77e-06,13:53:05,2421790819.9053583,1711732953.72116,0.42308222672909607,68.28836215324598
74,13:52:00,6.63e-06,13:54:05,2357432555.120826,1674898749.4762976,0.4222181785316068,68.34046558929731
74,13:53:00,6.51e-06,13:55:05,2301131746.683354,1643510183.019351,0.42141442874713686,68.38703070402435
74,13:54:00,6.37e-06,13:56:05,2234269290.432071,1607104495.707251,0.4203992112714423,68.44361607650838
74,13:55:00,6.2e-06,13:57:05,2151411351.9822598,1563207995.2135482,0.4190428929708986,68.51581379410413
74,13:56:00,6.06e-06,13:58:05,2081871791.406316,1527313658.6496172,0.4178142649097057,68.57832639342183
74,13:57:00,5.94e-06,13:59:05,2021480650.8788815,1496730972.3284585,0.4166764149802464,68.63416852560346
74,13:58:00,5.78e-06,14:00:05,1939985372.1283858,1456218147.9385717,0.41502913746390174,68.71202038953304
74,13:59:00,5.62e-06,14:01:05,1857691227.1026032,1416007164.9302247,0.41322636780572986,68.79384716873543
74,14:00:00,5.45e-06,14:02:05,1769730246.0899587,1373613705.3238223,0.4111309953391363,68.88529850771873
74,14:01:00,5.3e-06,14:03:05,1691874880.9044948,1336490608.6895428,0.40911627648168986,68.97007913632126
74,14:02:00,5.16e-06,14:04:05,1619409947.4087448,1302081575.1171768,0.407094895976604,69.0526350083014
74,14:03:00,5.06e-06,14:05:05,1567775013.5287983,1277645018.1355767,0.4055595356138189,69.11380590246524
74,14:04:00,4.97e-06,14:06:05,1521651228.411708,1255752756.0852594,0.4041184894886508,69.17027477280999
74,14:05:00,4.88e-06,14:07:05,1475890916.9525356,1233955783.0524776,0.4026192021416854,69.22812873187453
74,14:06:00,4.8e-06,14:08:05,1435522542.4859688,1214660642.8219733,0.401234692581566,69.28078169013119
74,14:07:00,4.69e-06,14:09:05,1380453905.8419266,1188252590.5657072,0.3992441298857136,69.35522902579112
74,14:08:00,4.58e-06,14:10:05,1326364366.57939,1161986552.3835974,0.39717088721427946,69.43162179696998
74,14:09:00,4.48e-06,14:11:05,1277824575.901756,1138231426.2132852,0.3951975635871828,69.50314974211364
74,14:10:00,4.36e-06,14:12:05,1220853738.9751954,1109879798.3837073,0.392738435848996,69.59112267669141
74,14:11:00,4.25e-06,14:13:05,1169689975.0275507,1084038649.4106443,0.3903817450388598,69.67417293379945
74,14:12:00,4.16e-06,14:14:05,1128822476.0583377,1063000885.6684508,0.38839185873199056,69.7435765467138
74,14:13:00,4.06e-06,14:15:05,1084421469.3161948,1039736206.1799408,0.38611048936492975,69.82235690310286
74,14:14:00,3.96e-06,14:16:05,1041137969.7568263,1016587716.992457,0.383756320580713,69.9028700869006
