Height(km),Time(H:M),Electron Density(m^-3),Electron Density(m^-3) easyfit,Solar Flux(W*m^-2),Beta(km^-1),H'(km)
74,13:01,61345606759.525185,61195422297.74707,8.87e-05,0.48655292731958116,62.390761979378546
74,13:02,39650590395.128784,51444833130.39347,8.02e-05,0.47762580681688527,63.087501245745244
74,13:03,26464410927.248158,42950128828.17594,7.21e-05,0.46911878610255153,63.75145278192999
74,13:04,18384661391.431374,35768049579.38584,6.46e-05,0.46124191507076107,64.36622272284178
74,13:05,13324489019.880306,29816780257.296597,5.78e-05,0.45410021866860434,64.92361413593515
74,13:06,10096352804.003681,25003295226.926353,5.18e-05,0.44779872184317193,65.41543008866459
74,13:07,8050369252.48715,21302561495.534004,4.68e-05,0.44254747448864495,65.82527671593913
74,13:08,6619349053.364209,18277721223.66627,4.24e-05,0.4379263768166612,66.18594174794072
74,13:09,5604937109.577481,15839051610.136948,3.86e-05,0.4339354288272207,66.49742518466935
74,13:10,4881695884.646526,13909811727.601068,3.54e-05,0.43057463052032335,66.75972702612505
74,13:11,4350521169.194669,12370240738.890911,3.27e-05,0.4277389569488788,66.9810442048533
74,13:12,3947785775.0052285,11122349986.733585,3.04e-05,0.4253233831657964,67.1695736533996
74,13:13,3630698182.1464043,10084754228.16877,2.84e-05,0.4232228842239856,67.33351230430941
74,13:14,3369137939.1691933,9188716695.897354,2.66e-05,0.4213324351763558,67.48105709012823
74,13:15,3153978684.2115755,8422314640.984784,2.5e-05,0.41965203602290724,67.61220801085608
74,13:16,2965949966.36215,7729543358.945944,2.35e-05,0.4180766618165491,67.73516199903844
74,13:17,2824418254.760543,7193275904.530855,2.23e-05,0.41681636245146264,67.83352518958434
74,13:18,2690307209.504706,6672986705.016008,2.11e-05,0.4155560630863762,67.93188838013022
74,13:19,2583914761.6853976,6251637371.626058,2.01e-05,0.41450581361547073,68.01385770558512
74,13:20,2563006137.3920107,5760716475.586603,1.89e-05,0.4150451227765125,68.04121168995076
74,13:21,2553417942.505677,5363890690.980107,1.79e-05,0.41563088105663276,68.05862719160544
74,13:22,2544774847.374265,5016311557.55257,1.7e-05,0.416158063508741,68.07430114309466
74,13:23,2537081460.883888,4714977141.094019,1.62e-05,0.4166266701328372,68.0882335444184
74,13:24,2529378305.2051525,4420836926.846678,1.54e-05,0.4170952767569335,68.10216594574214
74,13:25,2523594666.103479,4204964375.6965165,1.48e-05,0.4174467317250056,68.11261524673496
74,13:26,2516840435.3446283,3958252963.782387,1.41e-05,0.41785676252108983,68.12480609789323
74,13:27,2511045504.085388,3751202507.8162904,1.35e-05,0.418208217489162,68.13525539888604
74,13:28,2506212526.6330094,3581782395.3288374,1.3e-05,0.4185010966292221,68.14396314971339
74,13:29,2501376092.5067225,3415207083.543789,1.25e-05,0.41879397576928223,68.15267090054073
74,13:30,2496536257.6671906,3251483190.6943073,1.2e-05,0.4190868549093424,68.16137865136807
74,13:31,2492661978.8517923,3122561763.3389072,1.16e-05,0.4193211582213905,68.16834485202993
74,13:32,2488785587.9567122,2995473410.4320602,1.12e-05,0.4195554615334386,68.17531105269181
74,13:33,2484907113.5550337,2870221985.4680185,1.08e-05,0.4197897648454867,68.18227725335369
74,13:34,2481996907.6274776,2777491291.6097627,1.05e-05,0.4199654923295228,68.18750190385009
74,13:35,2479085557.8218493,2685797831.774442,1.02e-05,0.42014121981355884,68.19272655434649
74,13:36,2476561472.0165796,2607170532.6941853,9.94e-06,0.4202935169663901,68.19725458477672
74,13:37,2474133671.9914103,2532304397.2976146,9.69e-06,0.4204399565364202,68.20160846019039
74,13:38,2471899414.132223,2464066652.8004117,9.46e-06,0.4205746809408479,68.20561402557095
74,13:39,2469567323.9878206,2393515959.745858,9.22e-06,0.4207152629280767,68.20979374596808
74,13:40,2466651228.6719313,2306268136.6276064,8.92e-06,0.4208909904121128,68.21501839646449
74,13:41,2464025818.6125097,2228640032.9671154,8.65e-06,0.4210491451477453,68.21972058191125
74,13:42,2461885954.488996,2166015336.9296536,8.43e-06,0.42117801196937177,68.22355199227528
74,13:43,2459745519.7549386,2103955187.032066,8.21e-06,0.4213068787909982,68.2273834026393
74,13:44,2457604519.1319003,2042460298.1673682,7.99e-06,0.42143574561262465,68.23121481300333
74,13:45,2456144423.947836,2000856416.504958,7.84e-06,0.4215236093546427,68.23382713825154
74,13:46,2454391967.4779024,1951279362.3577871,7.66e-06,0.42162904584506433,68.23696192854938
74,13:47,2452054782.3052907,1885767100.2771947,7.42e-06,0.4217696278322932,68.24114164894651
74,13:48,2450398880.511656,1839771294.8067098,7.25e-06,0.4218692067399137,68.24410228422781
74,13:49,2448547781.5176444,1788765706.4789474,7.06e-06,0.42198050081313654,68.2474112295422
74,13:50,2441328504.3563476,1740835874.2319036,6.88e-06,0.422036099207483,68.2551654978353
74,13:51,2410019949.1187963,1711732953.72116,6.77e-06,0.4218222291833291,68.28285177494797
74,13:52,2368950158.3108797,1674898749.4762976,6.63e-06,0.4215273526146592,68.31962824066044
74,13:53,2332495773.008713,1643510183.019351,6.51e-06,0.4212457260375257,68.35264531309954
74,13:54,2288173855.575236,1607104495.707251,6.37e-06,0.42087017815570416,68.39318972289334
74,13:55,2231357464.483331,1563207995.2135482,6.2e-06,0.42032560136423286,68.44574561978958
74,13:56,2181763571.9007883,1527313658.6496172,6.06e-06,0.41978531167779176,68.49214003653006
74,13:57,2137041893.0805154,1496730972.3284585,5.94e-06,0.41924271382698586,68.53441243458285
74,13:58,2074083618.314846,1456218147.9385717,5.78e-06,0.41838744641816855,68.5947120796272
74,13:59,2007039449.9557598,1416007164.9302247,5.62e-06,0.4173550273191384,68.66007172869134
74,14:00,1931282834.6469772,1373613705.3238223,5.45e-06,0.41603575188582387,68.73562154910329
74,14:01,1860806648.495639,1336490608.6895428,5.3e-06,0.4146631859697,68.80784566294129
74,14:02,1791783189.0907052,1302081575.1171768,5.16e-06,0.41317575866267003,68.88063745656154
74,14:03,1740903113.957639,1277645018.1355767,5.06e-06,0.41198929212373325,68.93581694178604
74,14:04,1693927013.999287,1255752756.0852594,4.97e-06,0.4108218114056096,68.98801028357659
74,14:05,1646104958.5309918,1233955783.0524776,4.88e-06,0.4095624156148535,69.04252106057999
74,14:06,1602929475.5393124,1214660642.8219733,4.8e-06,0.40836115041517523,69.09302474273669
74,14:07,1542563776.8398995,1188252590.5657072,4.69e-06,0.4065731659035664,69.16586147111232
74,14:08,1481339525.9956226,1161986552.3835974,4.58e-06,0.4046247218250982,69.24267341195802
74,14:09,1425270875.2959208,1138231426.2132852,4.48e-06,0.4027147321878059,69.3159223724265
74,14:10,1357691398.279133,1109879798.3837073,4.36e-06,0.40023954417926466,69.40832242447367
74,14:11,1295846633.2612371,1084038649.4106443,4.25e-06,0.39779555167296404,69.49731154957944
74,14:12,1245304907.52809,1063000885.6684508,4.16e-06,0.3956567562543682,69.57352285372507
74,14:13,1189837019.3073082,1039736206.1799408,4.06e-06,0.39315534965606236,69.66125318039617
74,14:14,1134965410.5715082,1016587716.992457,3.96e-06,0.3905023426631862,69.7526826916269
